3,1000,Sequential,525720 
3,1000,Executor,61737826 
3,1000,Forks,6036711
3,1000,Streams,71871277 
3,10000,Sequential,1034785
3,10000,Executor,20909804 
3,10000,Forks,6820522
3,100000,Sequential,9278890
3,100000,Executor,1065119801 
3,100000,Forks,13873945 
3,1000000,Sequential,95797735 
3,1000000,Executor,141808282143 
3,1000000,Forks,162483535
3,10000,Streams,0
3,100000,Streams,0
3,1000000,Streams,0 
4,1000,Sequential,62509
4,1000,Executor,2319109
4,1000,Forks,1497495
4,1000,Streams,34785603 
4,10000,Sequential,845311 
4,10000,Executor,19986953 
4,10000,Forks,2994986
4,10000,Streams,251600441
4,100000,Sequential,9050903
4,100000,Executor,1134418414 
4,100000,Forks,20898185 
4,1000000,Sequential,96679664 
4,1000000,Executor,142050410147 
4,1000000,Forks,139657806
4,100000,Streams,0
4,1000000,Streams,0 
5,1000,Sequential,78657
5,1000,Executor,3412230
5,1000,Forks,943778 
5,1000,Streams,38750020 
5,10000,Sequential,1628397
5,10000,Executor,13963722 
5,10000,Forks,3095845
5,10000,Streams,224991497
5,100000,Sequential,9115198
5,100000,Executor,772794787
5,100000,Forks,11365484 
5,1000000,Sequential,107068100
5,1000000,Executor,139538647374 
5,1000000,Forks,71455125 
5,100000,Streams,0
5,1000000,Streams,0 
6,1000,Sequential,60114
6,1000,Executor,6682810
6,1000,Forks,5093439
6,1000,Streams,37102080 
6,10000,Sequential,696884 
6,10000,Executor,12327091 
6,10000,Forks,8206612
6,10000,Streams,222256612
6,100000,Sequential,8342902
6,100000,Executor,979824527
6,100000,Forks,36128766 
6,1000000,Sequential,99084661 
6,1000000,Executor,145721467696 
6,1000000,Forks,85761249 
6,100000,Streams,0
6,1000000,Streams,0 
7,1000,Sequential,66071
7,1000,Executor,2814776
7,1000,Forks,2213953
7,1000,Streams,37897230 
7,10000,Sequential,768060 
7,10000,Executor,14250074 
7,10000,Forks,3735844
7,100000,Sequential,9207090
7,100000,Executor,615384461
7,100000,Forks,20083396 
7,1000000,Sequential,137838953
7,1000000,Executor,137335278738 
7,1000000,Forks,84013175 
7,10000,Streams,0
7,100000,Streams,0
7,1000000,Streams,0 
8,1000,Sequential,57234
8,1000,Executor,2403366
8,1000,Forks,1422635
8,1000,Streams,38660627 
8,10000,Sequential,1367359
8,10000,Executor,12151675 
8,10000,Forks,1701074
8,10000,Streams,262086807
8,100000,Sequential,9231963
8,100000,Executor,712691233
8,100000,Forks,14642784 
8,1000000,Sequential,107567367
8,1000000,Executor,144074523596 
8,1000000,Forks,47517515 
8,100000,Streams,0
8,1000000,Streams,0 
9,1000,Sequential,72116
9,1000,Executor,2100709
9,1000,Forks,1275172
9,1000,Streams,37563563 
9,10000,Sequential,1314715
9,10000,Executor,11608225 
9,10000,Forks,1715289
9,10000,Streams,256655869
9,100000,Sequential,9338535
9,100000,Executor,504083354
9,100000,Forks,7567459
9,1000000,Sequential,108614312
9,1000000,Executor,137615040640 
9,1000000,Forks,116340475
9,100000,Streams,0
9,1000000,Streams,0 
10,1000,Sequential,67709
10,1000,Executor,3156378
10,1000,Forks,1448312
10,1000,Streams,36162399 
10,10000,Sequential,969315 
10,10000,Executor,11962515 
10,10000,Forks,2636823
10,10000,Streams,281228196
10,100000,Sequential,9392103
10,100000,Executor,1077792749 
10,100000,Forks,8270763
10,1000000,Sequential,93754810 
10,1000000,Executor,139566361242 
10,1000000,Forks,48265347 
10,100000,Streams,0
10,1000000,Streams,0
11,1000,Sequential,67262
11,1000,Executor,2599524
11,1000,Forks,1832608
11,1000,Streams,52632724 
11,10000,Sequential,1251741
11,10000,Executor,11633585 
11,10000,Forks,1645679
11,10000,Streams,255158269
11,100000,Sequential,9047006
11,100000,Executor,958216804
11,100000,Forks,6933657
11,1000000,Sequential,132969986
11,1000000,Executor,141329454062 
11,1000000,Forks,48942700 
11,100000,Streams,0
11,1000000,Streams,0
12,1000,Sequential,69068
12,1000,Executor,2202922
12,1000,Forks,1846271
12,1000,Streams,38132017 
12,10000,Sequential,1503626
12,10000,Executor,12325835 
12,10000,Forks,1663778
12,10000,Streams,258306022
12,100000,Sequential,9151190
12,100000,Executor,1189630878 
12,100000,Forks,8593886
12,1000000,Sequential,106791735
12,1000000,Executor,144074221810 
12,1000000,Forks,69500434 
12,100000,Streams,0
12,1000000,Streams,0
13,1000,Sequential,68037
13,1000,Executor,3008367
13,1000,Forks,2470448
13,1000,Streams,43502607 
13,10000,Sequential,1466928
13,10000,Executor,13854451 
13,10000,Forks,2352683
13,10000,Streams,322688916
13,100000,Sequential,9196007
13,100000,Executor,911504980
13,100000,Forks,6495169
13,1000000,Sequential,109580786
13,1000000,Executor,141495765423 
13,1000000,Forks,56011501 
13,100000,Streams,0
13,1000000,Streams,0
14,1000,Sequential,67700
14,1000,Executor,2379891
14,1000,Forks,2246022
14,1000,Streams,52791437 
14,10000,Sequential,761100 
14,10000,Executor,11716234 
14,10000,Forks,1804700
14,10000,Streams,299689757
14,100000,Sequential,9120908
14,100000,Executor,1193463741 
14,100000,Forks,8225027
14,1000000,Sequential,111116397
14,1000000,Executor,146808848281 
14,1000000,Forks,72391534 
14,100000,Streams,0
14,1000000,Streams,0 
15,1000,Sequential,68334
15,1000,Executor,2870213
15,1000,Forks,2656249
15,1000,Streams,50143874 
15,10000,Sequential,936540 
15,10000,Executor,11141541 
15,10000,Forks,2088258
15,10000,Streams,309963121
15,100000,Sequential,9189246
15,100000,Executor,891076504
15,100000,Forks,8166997
15,1000000,Sequential,113603848
15,1000000,Executor,146976472191 
15,1000000,Forks,60361530 
15,100000,Streams,0
15,1000000,Streams,0 
16,1000,Sequential,71069
16,1000,Executor,4345467
16,1000,Forks,3284613
16,1000,Streams,50793317 
16,10000,Sequential,1333217
16,10000,Executor,11859503 
16,10000,Forks,2151314
16,10000,Streams,315080039
16,100000,Sequential,9082671
16,100000,Executor,980503042
16,100000,Forks,11135086 
16,1000000,Sequential,106446824
16,1000000,Executor,147481437078 
16,1000000,Forks,79316709 
16,100000,Streams,0
16,1000000,Streams,0